Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
95,Wendell Carter Jr.,C,22,ORL,59,58,29.8,5.6,10.9,0.518,1.1,3.4,0.33,4.5,7.5,0.605,0.57,2.3,3.2,0.709,2.2,8.1,10.4,2.8,0.6,0.7,1.8,2.7,14.7,2021-2022,0
96,Alex Caruso,SG,27,CHI,32,9,27.6,2.8,6.5,0.421,1.1,3.1,0.343,1.7,3.4,0.491,0.502,1.6,2,0.81,0.8,2.8,3.6,3.7,1.9,0.4,1.5,2.6,8.2,2021-2022,0
97,Willie Cauley-Stein,C,28,TOT,20,2,9.2,0.8,1.8,0.457,0.1,0.1,0.5,0.8,1.7,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2,0.5,0.3,0.2,0.4,1,1.7,2021-2022,0
97,Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,2021-2022,0
97,Willie Cauley-Stein,C,28,PHI,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0.5,0,0,0,1,0,2021-2022,0
98,Ahmad Caver,PG,25,IND,1,0,1,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,2021-2022,0
99,Justin Champagnie,SF,20,TOR,35,0,7.8,0.9,1.9,0.462,0.3,0.7,0.346,0.6,1.1,0.538,0.531,0.3,0.3,1,1.1,0.9,2,0.3,0.2,0.1,0.2,0.9,2.2,2021-2022,0
100,Zylan Cheatham,SF,26,UTA,1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
101,Chris Chiozza,PG,26,GSW,30,1,10.7,0.7,2.4,0.306,0.5,1.5,0.348,0.2,0.9,0.231,0.417,0,0,1,0.3,0.8,1.1,1.9,0.3,0,0.8,0.9,2,2021-2022,0
102,Marquese Chriss,PF,24,DAL,25,0,11.2,2.1,4.5,0.473,0.3,0.9,0.318,1.8,3.6,0.511,0.504,0.6,0.9,0.609,1,2.6,3.6,0.5,0.4,0.5,0.7,2.1,5.1,2021-2022,0
103,Josh Christopher,SG,20,HOU,62,2,17.1,2.9,6.5,0.443,0.8,2.5,0.303,2.1,4,0.53,0.501,0.9,1.2,0.763,0.7,1.7,2.4,1.8,0.8,0.1,1.4,1.2,7.4,2021-2022,0
104,Gary Clark,PF,27,NOP,33,1,9.9,0.8,2.3,0.355,0.7,1.9,0.381,0.1,0.4,0.231,0.513,0.2,0.2,0.75,0.5,1.9,2.4,0.4,0.3,0.2,0.2,0.5,2.5,2021-2022,0
105,Brandon Clarke,PF,25,MEM,56,1,19.3,4.4,6.8,0.652,0.1,0.4,0.2,4.4,6.5,0.677,0.657,1.4,2.1,0.655,2.1,3.4,5.5,1.3,0.6,1.2,0.5,1.9,10.3,2021-2022,0
106,Jordan Clarkson,SG,29,UTA,67,1,26.5,5.9,14.1,0.418,2.4,7.6,0.318,3.4,6.4,0.536,0.504,1.8,2.1,0.847,0.8,2.6,3.4,2.3,0.8,0.2,1.6,2,16,2021-2022,0
107,Nic Claxton,C,22,BRK,36,18,20.5,3.7,5.8,0.643,0,0,,3.7,5.8,0.643,0.643,1.2,2,0.575,2.1,3.4,5.5,0.9,0.5,1.1,0.8,2.2,8.6,2021-2022,0
108,Amir Coffey,SG,24,LAC,60,26,23.5,3,6.8,0.437,1.3,3.7,0.357,1.6,3,0.536,0.536,1.5,1.7,0.864,0.4,2.4,2.8,1.8,0.6,0.2,0.7,1.4,8.7,2021-2022,0
109,John Collins,PF,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1,1.1,3,16.2,2021-2022,0
110,Zach Collins,PF,24,SAS,17,2,16.1,2.1,4.8,0.432,0.5,1.5,0.346,1.5,3.2,0.473,0.488,1.1,1.4,0.826,1.7,3.2,4.9,1.8,0.4,0.8,1.6,2.4,5.8,2021-2022,0
111,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3,2021-2022,0
112,Mike Conley,PG,34,UTA,62,62,28.2,4.6,10.9,0.422,2.3,5.7,0.403,2.3,5.1,0.443,0.528,1.9,2.3,0.828,0.6,2.5,3.1,5.3,1.3,0.3,1.7,1.9,13.4,2021-2022,0
113,Pat Connaughton,SG,29,MIL,55,18,26.9,3.6,7.7,0.467,2.4,5.8,0.409,1.3,2,0.639,0.62,0.5,0.7,0.811,0.7,3.7,4.3,1.2,0.9,0.3,0.6,1.4,10.1,2021-2022,0
114,Tyler Cook,PF,24,CHI,19,2,10.3,1.2,1.9,0.611,0,0,,1.2,1.9,0.611,0.611,1.1,1.6,0.645,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,2021-2022,0
115,Sharife Cooper,PG,20,ATL,11,0,3.2,0.3,1.3,0.214,0.1,0.5,0.167,0.2,0.7,0.25,0.25,0,0,,0,0.5,0.5,0.5,0,0,0.5,0.1,0.6,2021-2022,0
116,Petr Cornelie,PF,26,DEN,13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,2021-2022,0
117,DeMarcus Cousins,C,31,TOT,37,6,15.6,3.1,7,0.444,0.8,2.6,0.313,2.3,4.4,0.521,0.502,2.1,2.8,0.748,1.5,4.5,5.9,1.5,0.9,0.5,1.7,3,9.1,2021-2022,0
117,DeMarcus Cousins,C,31,MIL,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1,2021-2022,0
117,DeMarcus Cousins,C,31,DEN,20,1,14.6,3,7.1,0.426,0.9,2.4,0.354,2.2,4.7,0.462,0.486,2.3,3.3,0.708,1.6,4.6,6.1,1.9,0.9,0.5,2.4,3.2,9.2,2021-2022,0
118,Robert Covington,PF-SF,31,TOT,62,40,27.9,2.8,6.9,0.398,1.6,4.6,0.347,1.1,2.3,0.5,0.514,0.7,0.9,0.836,0.9,4.7,5.6,1.3,1.5,1.3,1.1,2.6,7.9,2021-2022,0
118,Robert Covington,PF,31,POR,48,40,29.8,2.7,7,0.381,1.6,4.8,0.343,1,2.2,0.462,0.499,0.6,0.8,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6,2021-2022,0
118,Robert Covington,SF,31,LAC,14,0,21.4,3.1,6.7,0.457,1.5,4.1,0.362,1.6,2.6,0.611,0.569,1.1,1.4,0.842,0.9,4.4,5.3,1,1.5,1.3,0.8,2.3,8.8,2021-2022,0
119,Torrey Craig,SF,31,TOT,67,16,20.5,2.5,5.6,0.455,0.9,2.9,0.323,1.6,2.7,0.593,0.537,0.6,0.8,0.75,1.1,3,4.1,1.2,0.5,0.5,0.9,1.9,6.6,2021-2022,0
119,Torrey Craig,SF,31,IND,51,14,20.3,2.5,5.5,0.456,0.9,2.7,0.333,1.6,2.8,0.573,0.537,0.5,0.7,0.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5,2021-2022,0
119,Torrey Craig,SF,31,PHO,16,2,21.2,2.6,5.8,0.452,1,3.4,0.296,1.6,2.4,0.667,0.538,0.8,1.1,0.706,1.1,3.9,5,1.3,0.7,0.8,1.1,2,7,2021-2022,0
120,Jae Crowder,PF,31,PHO,59,59,28.3,3.3,8.2,0.406,1.9,5.4,0.346,1.5,2.8,0.521,0.52,1.1,1.4,0.798,0.5,4.8,5.3,1.8,1.4,0.4,0.8,2.5,9.6,2021-2022,0
121,Jarrett Culver,SG,22,MEM,31,0,8.7,1.4,3.5,0.398,0.3,1.2,0.27,1.1,2.3,0.465,0.444,0.4,0.8,0.48,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,2021-2022,0
122,Jarron Cumberland,SG,24,POR,3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0.3,0.7,1,0.3,0,0,0,0.7,0.7,2021-2022,0
123,Cade Cunningham,PG,20,DET,55,55,32.6,6.5,15.9,0.405,1.9,6,0.323,4.5,10,0.454,0.465,2.1,2.5,0.838,1,4.9,5.9,5.4,1.2,0.7,3.5,3.1,16.9,2021-2022,0
124,Seth Curry,SG,31,TOT,57,57,34.2,5.8,11.9,0.488,2.5,5.9,0.419,3.4,6,0.555,0.591,1.3,1.5,0.872,0.3,3,3.3,3.8,0.9,0.2,1.8,2.3,15.4,2021-2022,0
124,Seth Curry,SG,31,PHI,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3,3.4,4,0.8,0.2,1.9,2.2,15,2021-2022,0
124,Seth Curry,SG,31,BRK,12,12,31.8,6.3,12.5,0.5,3.3,7,0.476,2.9,5.5,0.53,0.633,0.9,1.1,0.846,0.2,3,3.2,3.1,1.1,0.2,1.7,2.6,16.8,2021-2022,0
125,Stephen Curry,PG,33,GSW,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2,25.5,2021-2022,0
126,Anthony Davis,C,28,LAL,37,37,35.1,9.2,17.2,0.537,0.3,1.8,0.182,8.9,15.4,0.578,0.546,4.4,6.1,0.709,2.8,6.9,9.7,2.9,1.2,2.3,2.1,2.5,23.1,2021-2022,0
127,Ed Davis,C,32,CLE,25,3,7.4,0.4,0.6,0.688,0,0,,0.4,0.6,0.688,0.688,0.2,0.6,0.429,0.5,1.9,2.4,0.2,0.1,0.3,0.2,1.2,1.1,2021-2022,0
128,Terence Davis,SG,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,2021-2022,0
129,Gabriel Deck,PF,26,OKC,7,0,8,1.1,2,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0,0,,0.1,0.7,0.9,0.7,0.1,0,0.3,0.3,2.6,2021-2022,0
130,Dewayne Dedmon,C,32,MIA,60,15,16,2.4,4.3,0.562,0.3,0.6,0.457,2.2,3.8,0.578,0.592,1.1,1.3,0.797,1.7,4.2,5.9,0.8,0.4,0.6,1,2.5,6.2,2021-2022,0
131,Sam Dekker,PF,27,TOR,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
132,Javin DeLaurier,C,23,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0,2021-2022,0
133,DeMar DeRozan,PF,32,CHI,66,66,36,10.1,20.1,0.503,0.6,1.8,0.353,9.5,18.3,0.518,0.519,6.9,7.9,0.871,0.8,4.5,5.3,5.1,0.9,0.3,2.4,2.2,27.8,2021-2022,0
134,Mamadi Diakite,PF,25,OKC,13,3,14.5,1.9,3.6,0.532,0,0.4,0,1.9,3.2,0.595,0.532,0.5,0.8,0.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3,2021-2022,0
135,Cheick Diallo,C,25,DET,3,0,10.3,1,2.7,0.375,0,0,,1,2.7,0.375,0.375,1.7,2,0.833,1.3,2.7,4,0,0.3,0,0.3,2,3.7,2021-2022,0
136,Hamidou Diallo,SG,23,DET,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1,2.5,11,2021-2022,0
137,Gorgui Dieng,C,32,ATL,41,3,8.7,1.2,2.6,0.486,0.7,1.5,0.443,0.6,1.1,0.545,0.614,0.4,0.6,0.708,0.8,2.1,2.9,0.8,0.3,0.3,0.5,1.2,3.6,2021-2022,0
138,Spencer Dinwiddie,PG,28,TOT,57,50,30.5,4.6,11.4,0.403,1.7,5.1,0.33,2.9,6.3,0.461,0.476,2.9,3.7,0.787,0.7,3.6,4.4,5.4,0.7,0.2,1.5,2.4,13.7,2021-2022,0
138,Spencer Dinwiddie,PG,28,WAS,44,44,30.2,4.2,11.2,0.376,1.6,5.1,0.31,2.6,6,0.432,0.447,2.6,3.3,0.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6,2021-2022,0
138,Spencer Dinwiddie,PG,28,DAL,13,6,31.4,5.8,12,0.487,1.9,4.8,0.403,3.9,7.2,0.543,0.567,3.8,5.2,0.735,0.4,2.8,3.2,4.2,1,0.2,1.2,2.4,17.5,2021-2022,0
139,Donte DiVincenzo,SG,25,TOT,32,1,22.4,2.5,7.3,0.336,1.5,4.8,0.314,1,2.6,0.378,0.438,1.5,1.7,0.873,0.9,2.8,3.8,2.5,1,0.2,1.4,1.5,7.9,2021-2022,0
139,Donte DiVincenzo,SG,25,MIL,17,0,20.1,2.3,6.9,0.331,1.2,4.4,0.284,1.1,2.6,0.409,0.419,1.4,1.6,0.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2,2021-2022,0
139,Donte DiVincenzo,SG,25,SAC,15,1,25,2.7,7.8,0.342,1.8,5.3,0.342,0.9,2.5,0.342,0.457,1.7,1.9,0.893,0.8,3.2,4,3.3,1.3,0.1,1.2,1.5,8.8,2021-2022,0
140,Luka Dončić,PG,22,DAL,55,55,35.6,9.9,21.7,0.455,3,8.6,0.346,6.9,13.1,0.526,0.523,5.4,7.3,0.738,0.9,8.3,9.2,8.5,1.2,0.6,4.5,2.3,28.1,2021-2022,0
141,Luguentz Dort,SF,22,OKC,51,51,32.6,5.7,14.2,0.404,2.5,7.7,0.332,3.2,6.6,0.487,0.493,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,2021-2022,0
142,Ayo Dosunmu,SG,22,CHI,65,31,27,3.5,6.6,0.521,0.9,2.4,0.39,2.5,4.3,0.594,0.59,0.7,1,0.672,0.3,2.5,2.8,3.2,0.8,0.4,1.4,2.3,8.5,2021-2022,0
143,Damyean Dotson,SG,27,NYK,2,0,10.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,,0,1,1,0.5,0,0,0,0,2,2021-2022,0
144,Devon Dotson,PG,22,CHI,11,0,7.7,1,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0,0.5,1,2.6,2021-2022,0
145,Sekou Doumbouya,PF,21,LAL,2,0,8,2.5,4,0.625,0.5,1,0.5,2,3,0.667,0.688,1.5,2,0.75,1,2,3,0,1.5,1,1,0.5,7,2021-2022,0
146,Jeff Dowtin,PG,24,TOT,5,0,6.2,0.6,1.4,0.429,0,0.4,0,0.6,1,0.6,0.429,0,0,,0.2,1.2,1.4,0.6,0,0.2,0.2,0.4,1.2,2021-2022,0
146,Jeff Dowtin,PG,24,GSW,4,0,7,0.8,1.5,0.5,0,0.3,0,0.8,1.3,0.6,0.5,0,0,,0.3,1.5,1.8,0.8,0,0.3,0.3,0.5,1.5,2021-2022,0
146,Jeff Dowtin,PG,24,MIL,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
147,PJ Dozier,SG,25,DEN,18,0,18.9,2,5.5,0.364,0.8,2.7,0.313,1.2,2.8,0.412,0.439,0.6,0.7,0.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4,2021-2022,0
148,Goran Dragić,PG,35,TOT,16,7,22.9,2.8,7.1,0.386,0.8,2.8,0.289,1.9,4.3,0.449,0.443,1.4,1.7,0.815,0.6,2.2,2.8,4,0.9,0.1,1.4,2.2,7.7,2021-2022,0
148,Goran Dragić,PG,35,TOR,5,2,18,2.6,6.8,0.382,0.8,2.8,0.286,1.8,4,0.45,0.441,2,2,1,0.4,2.4,2.8,1.8,1,0.2,0.2,1.6,8,2021-2022,0
148,Goran Dragić,PG,35,BRK,11,5,25.1,2.8,7.3,0.388,0.8,2.8,0.29,2,4.5,0.449,0.444,1.1,1.5,0.706,0.6,2.1,2.7,5,0.8,0.1,1.9,2.5,7.5,2021-2022,0
149,Andre Drummond,C,28,TOT,63,26,19.1,3.1,5.4,0.564,0,0,0,3.1,5.4,0.569,0.564,1.1,2.2,0.518,2.9,6.1,9,1.9,1,0.9,1.7,2.5,7.3,2021-2022,0
149,Andre Drummond,C,28,PHI,49,12,18.4,2.6,4.9,0.538,0,0,0,2.6,4.8,0.542,0.538,0.9,1.7,0.512,2.8,6.1,8.8,2,1.1,0.9,1.6,2.5,6.1,2021-2022,0
149,Andre Drummond,C,28,BRK,14,14,21.6,4.6,7.4,0.625,0,0.1,0,4.6,7.4,0.631,0.625,2.1,3.9,0.527,3.4,6.1,9.6,1.6,0.6,0.9,1.8,2.6,11.4,2021-2022,0
150,Chris Duarte,SG,24,IND,55,39,28,4.9,11.3,0.432,1.7,4.6,0.369,3.2,6.7,0.475,0.507,1.6,2,0.804,0.7,3.4,4.1,2.1,1,0.2,1.6,1.7,13.1,2021-2022,0
151,David Duke Jr.,PG,22,BRK,21,7,16.2,1.9,5.1,0.361,0.4,1.8,0.243,1.4,3.4,0.423,0.403,0.8,1,0.81,1.4,1.8,3.2,0.8,0.7,0.3,0.4,1.7,5,2021-2022,0
152,Kris Dunn,PG,27,POR,3,0,24.3,3,6.3,0.474,0.3,1,0.333,2.7,5.3,0.5,0.5,0.7,0.7,1,0.3,3,3.3,4.7,2.3,0,2.3,4.7,7,2021-2022,0
153,Kevin Durant,PF,33,BRK,44,44,36.6,10.5,20,0.523,1.9,5.1,0.376,8.5,14.9,0.573,0.571,6.5,7.2,0.899,0.6,6.6,7.2,6,0.8,0.9,3.3,2.1,29.4,2021-2022,0
154,Jaime Echenique,C,24,WAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
155,Anthony Edwards,SG,20,MIN,62,62,34.3,7.5,17.4,0.433,3,8.5,0.354,4.5,8.9,0.509,0.519,3,3.9,0.778,0.9,3.8,4.7,3.7,1.5,0.7,2.7,2.3,21.1,2021-2022,0
156,Kessler Edwards,SF,21,BRK,37,20,21.8,2.4,5.8,0.409,1.1,3,0.351,1.3,2.8,0.471,0.5,0.3,0.4,0.8,0.9,2.8,3.8,0.7,0.6,0.5,1,1.7,6.1,2021-2022,0
157,Rob Edwards,SG,25,OKC,2,0,5.5,0.5,2,0.25,0.5,2,0.25,0,0,,0.375,0,0,,0,1.5,1.5,0,0,0,0.5,0,1.5,2021-2022,0
158,CJ Elleby,SF,21,POR,45,15,18,1.9,4.7,0.398,0.5,1.8,0.28,1.4,2.9,0.473,0.453,0.9,1.2,0.745,1,2.5,3.5,1.2,0.6,0.3,0.9,2,5.2,2021-2022,0
159,Wayne Ellington,SG,34,LAL,40,9,18.6,2.2,5.3,0.408,1.9,4.8,0.393,0.3,0.6,0.545,0.585,0.1,0.1,0.8,0.3,1.5,1.7,0.7,0.6,0.1,0.4,1,6.3,2021-2022,0
160,Joel Embiid,C,27,PHI,57,57,33.4,9.4,19.3,0.49,1.4,3.8,0.364,8.1,15.5,0.52,0.526,9.7,11.8,0.822,2.1,9.2,11.3,4.4,1.1,1.4,3,2.7,30,2021-2022,0
161,James Ennis III,SF,31,TOT,7,0,8,1.6,3.4,0.458,0.4,1.1,0.375,1.1,2.3,0.5,0.521,0.6,0.7,0.8,0.7,1,1.7,0.4,0.3,0.3,0.3,0.7,4.1,2021-2022,0
161,James Ennis III,SF,31,BRK,2,0,7,1,3.5,0.286,0.5,1,0.5,0.5,2.5,0.2,0.357,0,0,,1,1.5,2.5,0,0.5,0.5,0,0,2.5,2021-2022,0
161,James Ennis III,SF,31,LAC,2,0,14,3.5,5.5,0.636,1,2,0.5,2.5,3.5,0.714,0.727,2,2,1,1,1.5,2.5,0,0.5,0.5,0.5,2,10,2021-2022,0
161,James Ennis III,SF,31,DEN,3,0,4.7,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,0.3,0.3,0.7,1,0,0,0.3,0.3,1.3,2021-2022,0
162,Drew Eubanks,C,24,TOT,59,19,14.6,2.3,4,0.563,0,0.2,0.1,2.3,3.9,0.583,0.565,1.2,1.6,0.761,1.5,3.2,4.7,1.1,0.3,0.6,1,1.5,5.7,2021-2022,0
162,Drew Eubanks,C,24,SAS,49,9,12.1,1.7,3.2,0.528,0,0.2,0.125,1.7,3.1,0.55,0.531,1.2,1.6,0.747,1.3,2.7,4,1,0.3,0.6,0.9,1.2,4.7,2021-2022,0
162,Drew Eubanks,C,24,POR,10,10,26.8,5,7.9,0.633,0,0.2,0,5,7.7,0.649,0.633,1.1,1.3,0.846,2.6,5.6,8.2,1.7,0.4,0.3,1.4,2.5,11.1,2021-2022,0
163,Tacko Fall,C,26,CLE,11,1,5.4,0.5,1.1,0.417,0,0,,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.6,1.5,2.1,0.2,0,0.5,0.3,0.3,1.1,2021-2022,0
164,Derrick Favors,C,30,OKC,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,2021-2022,0
165,Bruno Fernando,C,23,TOT,25,0,4,0.8,1.3,0.625,0,0.1,0.5,0.8,1.2,0.633,0.641,0.3,0.4,0.8,0.5,0.9,1.4,0.2,0,0.2,0.3,0.6,2,2021-2022,0
165,Bruno Fernando,C,23,BOS,20,0,2.9,0.4,0.7,0.5,0.1,0.1,1,0.3,0.7,0.462,0.536,0.2,0.3,0.8,0.4,0.4,0.8,0.2,0,0.2,0.3,0.3,1,2021-2022,0
165,Bruno Fernando,C,23,HOU,5,0,8.4,2.6,3.6,0.722,0,0.2,0,2.6,3.4,0.765,0.722,0.8,1,0.8,1,2.8,3.8,0,0,0.6,0.6,1.6,6,2021-2022,0
166,Dorian Finney-Smith,PF,28,DAL,69,69,33.1,3.9,8.6,0.459,2,5.3,0.388,1.9,3.3,0.572,0.579,0.8,1.1,0.675,1.6,3.3,4.9,1.8,1.1,0.5,1.1,2.4,10.7,2021-2022,0
167,Malik Fitts,PF,24,TOT,11,0,4,0.3,1.1,0.25,0.3,0.6,0.429,0,0.5,0,0.375,0,0,,0,1.2,1.2,0,0,0,0.2,0.3,0.8,2021-2022,0
167,Malik Fitts,PF,24,UTA,7,0,5,0.3,1.3,0.222,0.3,0.6,0.5,0,0.7,0,0.333,0,0,,0,1.4,1.4,0,0,0,0.3,0.4,0.9,2021-2022,0
167,Malik Fitts,PF,24,BOS,4,0,2.3,0.3,0.8,0.333,0.3,0.8,0.333,0,0,,0.5,0,0,,0,0.8,0.8,0,0,0,0,0,0.8,2021-2022,0
168,Malachi Flynn,PG,23,TOR,40,5,12,1.7,4.1,0.407,0.7,2,0.333,1,2,0.481,0.491,0.4,0.6,0.609,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.1,4.3,2021-2022,0
169,Bryn Forbes,SG,28,TOT,68,1,17.7,3.3,7.6,0.43,1.7,4.1,0.413,1.6,3.5,0.45,0.541,1.1,1.2,0.9,0.1,1.2,1.3,1,0.3,0.1,0.8,1.3,9.2,2021-2022,0
169,Bryn Forbes,SG,28,SAS,40,1,16.9,3.2,7.4,0.432,1.6,3.8,0.417,1.6,3.6,0.448,0.539,1.1,1.2,0.898,0.1,1.5,1.6,1,0.4,0.1,0.8,1.1,9.1,2021-2022,0
169,Bryn Forbes,SG,28,DEN,28,0,18.8,3.3,7.8,0.427,1.8,4.5,0.408,1.5,3.3,0.452,0.544,1,1.1,0.903,0.2,0.8,1,1,0.2,0.1,0.8,1.7,9.5,2021-2022,0
170,Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4,0.3,0.4,3,0.133,0.8,1,0.8,0.35,0,0,,0.4,2.6,3,0.4,0.2,0,0.8,1.4,2.8,2021-2022,0
171,Trent Forrest,PG,23,UTA,54,5,12.6,1.2,2.5,0.504,0.1,0.4,0.208,1.1,2,0.569,0.523,0.7,0.8,0.837,0.3,1.3,1.6,1.7,0.5,0.1,0.9,0.7,3.2,2021-2022,0
172,Evan Fournier,SG,29,NYK,68,68,29.7,5.2,12.2,0.425,3,7.6,0.396,2.1,4.5,0.472,0.549,1,1.5,0.707,0.5,2.3,2.7,1.9,1,0.3,1.3,2.1,14.4,2021-2022,0
173,De'Aaron Fox,PG,24,SAC,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,2021-2022,0
174,Tim Frazier,PG,31,TOT,12,3,17.3,1.2,3.8,0.311,0.5,1.4,0.353,0.7,2.3,0.286,0.378,0.4,0.8,0.556,0.4,1.2,1.6,2.8,0.3,0.1,1.3,2.3,3.3,2021-2022,0
174,Tim Frazier,PG,31,ORL,10,3,20,1.3,4.3,0.302,0.6,1.7,0.353,0.7,2.6,0.269,0.372,0.5,0.9,0.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7,2021-2022,0
174,Tim Frazier,PG,31,CLE,2,0,4,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0,0,0,0.5,0,0,1,1.5,1,2021-2022,0
175,Enes Freedom,C,29,BOS,35,1,11.7,1.5,2.8,0.526,0.1,0.1,0.4,1.4,2.6,0.533,0.536,0.7,0.8,0.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7,2021-2022,0
176,Markelle Fultz,PG,23,ORL,8,0,17.8,3.8,7.9,0.476,0.3,0.8,0.333,3.5,7.1,0.491,0.492,1.8,2.3,0.778,0.4,2.6,3,5.1,0.8,0.4,2.3,1.5,9.5,2021-2022,0
177,Wenyen Gabriel,PF,24,TOT,15,1,9.9,1.4,3.3,0.42,0.5,1.2,0.389,0.9,2.1,0.438,0.49,0.8,1.3,0.6,1.3,1.7,3,0.5,0.1,0.3,0.5,2.2,4.1,2021-2022,0
177,Wenyen Gabriel,PF,24,BRK,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,2021-2022,0
177,Wenyen Gabriel,PF,24,LAC,6,0,7.7,0.8,2.2,0.385,0.3,0.8,0.4,0.5,1.3,0.375,0.462,0.3,0.7,0.5,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3,2021-2022,0
177,Wenyen Gabriel,PF,24,LAL,8,1,12.6,2,4.6,0.432,0.6,1.6,0.385,1.4,3,0.458,0.5,1.3,2,0.625,1.8,2,3.8,0.6,0.1,0.3,0.5,2.8,5.9,2021-2022,0
178,Daniel Gafford,C,23,WAS,61,51,20.3,3.9,5.7,0.688,0,0,,3.9,5.7,0.688,0.688,1.4,1.9,0.712,2.2,3.5,5.8,1,0.4,1.4,1,2.4,9.2,2021-2022,0
179,Danilo Gallinari,PF,33,ATL,58,12,24.4,3.5,8.4,0.421,1.6,4.2,0.386,1.9,4.2,0.455,0.516,2.2,2.4,0.901,0.5,4,4.5,1.5,0.4,0.2,0.6,1.4,10.9,2021-2022,0
